Country Name,Country Code,Indicator Name_population,Indicator Code_population,1960_population,1961_population,1962_population,1963_population,1964_population,1965_population,1966_population,1967_population,1968_population,1969_population,1970_population,1971_population,1972_population,1973_population,1974_population,1975_population,1976_population,1977_population,1978_population,1979_population,1980_population,1981_population,1982_population,1983_population,1984_population,1985_population,1986_population,1987_population,1988_population,1989_population,1990_population,1991_population,1992_population,1993_population,1994_population,1995_population,1996_population,1997_population,1998_population,1999_population,2000_population,2001_population,2002_population,2003_population,2004_population,2005_population,2006_population,2007_population,2008_population,2009_population,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,2020_population,2021_population,2022_population,Region_population,IncomeGroup_population,SpecialNotes_population,TableName_population,Unnamed: 5_population,Indicator Name_gdp,Indicator Code_gdp,1960_gdp,1961_gdp,1962_gdp,1963_gdp,1964_gdp,1965_gdp,1966_gdp,1967_gdp,1968_gdp,1969_gdp,1970_gdp,1971_gdp,1972_gdp,1973_gdp,1974_gdp,1975_gdp,1976_gdp,1977_gdp,1978_gdp,1979_gdp,1980_gdp,1981_gdp,1982_gdp,1983_gdp,1984_gdp,1985_gdp,1986_gdp,1987_gdp,1988_gdp,1989_gdp,1990_gdp,1991_gdp,1992_gdp,1993_gdp,1994_gdp,1995_gdp,1996_gdp,1997_gdp,1998_gdp,1999_gdp,2000_gdp,2001_gdp,2002_gdp,2003_gdp,2004_gdp,2005_gdp,2006_gdp,2007_gdp,2008_gdp,2009_gdp,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,2019_gdp,2020_gdp,2021_gdp,2022_gdp,Region_gdp,IncomeGroup_gdp,SpecialNotes_gdp,TableName_gdp,Unnamed: 5_gdp,Average_GDP_Per_Capita,Estimated_GDP
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,21388806.0,21983622.0,22605050.0,23259094.0,23948624.0,24667026.0,25398700.0,26133341.0,26875302.0,27643685.0,28449705.0,29273682.0,30111574.0,30981898.0,31895534.0,32856976.0,33841060.0,34876497.0,35993661.0,37205013.0,38520664.0,40476251.0,42500030.0,44027986.0,45628402.0,47266160.0,48913237.0,50541490.0,52111868.0,53644736.0,55793629.0,57990883.0,59372016.0,59755430.0,59985749.0,60794809.0,61598378.0,62480533.0,63461421.0,64474745.0,65544383.0,66674851.0,67327117.0,67954699.0,69061674.0,70182594.0,71275760.0,72319418.0,73318394.0,74322685.0,75373855.0,76342971.0,77324451.0,78458928.0,79961672.0,81790841.0,83306231.0,84505076.0,85617562.0,86564202.0,87290193.0,87923432.0,,Middle East & North Africa,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20).  

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1972-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Iran, Islamic Rep.",,GDP (current US$),NY.GDP.MKTP.CD,4199134390.0,4426949095.0,4693566416.0,4928628018.0,5379845648.0,6197319929.0,6789938672.0,7555383690.0,8623172960.0,9743089607.0,10976245154.0,13731801564.0,17153463263.0,27081698250.0,46209092072.0,51776222350.0,68055295081.0,80600122702.0,77994316621.0,90391877326.0,94362275580.0,100499000000.0,125949000000.0,156365000000.0,162277000000.0,180184000000.0,209095000000.0,134010000000.0,123058000000.0,120496000000.0,124813000000.0,,,63743623232.0,71841461173.0,96419225744.0,120404000000.0,113919000000.0,110277000000.0,113848000000.0,109592000000.0,126879000000.0,128627000000.0,153545000000.0,190043000000.0,226452000000.0,266299000000.0,349882000000.0,412336000000.0,416397000000.0,486808000000.0,626133000000.0,644036000000.0,492776000000.0,460383000000.0,408213000000.0,457955000000.0,486630000000.0,331682000000.0,283747000000.0,239736000000.0,359713000000.0,,Middle East & North Africa,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20).  

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1972-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Iran, Islamic Rep.",,3277.879232341332,239736000000.0
Iraq,IRQ,"Population, total",SP.POP.TOTL,7084678.0,7260714.0,7481832.0,7735824.0,7997655.0,8270544.0,8553883.0,8848502.0,9156132.0,9476737.0,9811347.0,10154928.0,10507315.0,10872139.0,11243146.0,11617622.0,11999342.0,12400190.0,12819707.0,13233830.0,13653369.0,14067260.0,14467682.0,14903737.0,15377032.0,15753856.0,16148221.0,16598019.0,16987346.0,17442590.0,17658381.0,17846378.0,18385673.0,19295818.0,20248073.0,20948858.0,21639332.0,22330770.0,23053488.0,23820734.0,24628858.0,25425663.0,26255343.0,27068823.0,27858948.0,28698684.0,28905607.0,28660887.0,29218381.0,30289040.0,31264875.0,32378061.0,33864447.0,35481800.0,36746488.0,37757813.0,38697943.0,39621162.0,40590700.0,41563520.0,42556984.0,43533592.0,,Middle East & North Africa,Upper middle income,,Iraq,,GDP (current US$),NY.GDP.MKTP.CD,1684121535.0,1831700364.0,1954634836.0,1978437693.0,2340521143.0,,,,2896947634.0,3008120975.0,3281713806.0,3865346535.0,4113848002.0,5134367778.0,11516762614.0,13458516763.0,17754825601.0,19838130715.0,23762275652.0,37816457839.0,52569000000.0,37823000000.0,42382333333.0,40712903226.0,46938387097.0,48425161290.0,47264516129.0,56774193548.0,62684516129.0,65831935484.0,180408000000.0,407796349.7,553671957.7,1031944881.0,3991349283.0,12894029888.0,10433698621.0,20764857056.0,20617405044.0,36881601584.0,48364250944.0,36176430129.0,32928454672.0,21921569479.0,36627901762.0,49954890353.0,65140147197.0,88837055195.0,131614000000.0,111658000000.0,138517000000.0,185750000000.0,218002000000.0,234638000000.0,228416000000.0,166774000000.0,166602000000.0,187218000000.0,227367000000.0,233636000000.0,184370000000.0,207889000000.0,,Middle East & North Africa,Upper middle income,,Iraq,,5621.179341884422,184370000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,175574.0,179029.0,182378.0,185653.0,188983.0,192286.0,195570.0,198751.0,201488.0,203369.0,204438.0,206098.0,209137.0,212317.0,215209.0,217979.0,220154.0,221799.0,223537.0,225735.0,228138.0,230755.0,233860.0,236977.0,239511.0,241405.0,243180.0,245859.0,249740.0,252852.0,254826.0,257797.0,261057.0,263725.0,266021.0,267468.0,268916.0,271128.0,274047.0,277381.0,281205.0,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,343400.0,352721.0,360563.0,366463.0,372520.0,,Europe & Central Asia,High income,,Iceland,,GDP (current US$),NY.GDP.MKTP.CD,248434097.0,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253.0,1515190595.0,1406875081.0,1669488390.0,2208509076.0,2511826196.0,2853435054.0,3381419251.0,3492997010.0,3206626645.0,2765950336.0,2864441387.0,2984052357.0,3989622739.0,5520318405.0,6106635816.0,5672569449.0,6468736356.0,6909730288.0,7080981738.0,6218581532.0,6389460343.0,7123633418.0,7426082271.0,7569672925.0,8503693099.0,8982047589.0,9025660362.0,8234846805.0,9318395055.0,11429333038.0,13825302536.0,16852963067.0,17465318552.0,21652505597.0,18074622987.0,13154414219.0,13751161918.0,15221622926.0,14751508134.0,16125060515.0,17867662178.0,17517210519.0,20793168031.0,24728285177.0,26264127687.0,24826102120.0,21694674810.0,25602419210.0,,Europe & Central Asia,High income,,Iceland,,68853.71521759027,21694674810.0
Israel,ISR,"Population, total",SP.POP.TOTL,2114020.0,2185000.0,2293000.0,2379000.0,2475000.0,2563000.0,2629000.0,2745000.0,2803000.0,2877000.0,2974000.0,3069000.0,3148000.0,3278000.0,3377000.0,3455000.0,3533000.0,3613000.0,3690000.0,3786000.0,3878000.0,3956000.0,4031000.0,4105000.0,4159000.0,4233000.0,4299000.0,4369000.0,4442000.0,4518000.0,4660000.0,4949000.0,5123000.0,5261000.0,5399000.0,5545000.0,5692000.0,5836000.0,5971000.0,6125000.0,6289000.0,6439000.0,6570000.0,6689700.0,6809000.0,6930100.0,7053700.0,7180100.0,7308800.0,7485600.0,7623600.0,7765800.0,7910500.0,8059500.0,8215700.0,8380100.0,8546000.0,8713300.0,8882800.0,9054000.0,9215100.0,9364000.0,,Middle East & North Africa,High income,,Israel,,GDP (current US$),NY.GDP.MKTP.CD,2598500000.0,3138500000.0,2510000000.0,2992333333.0,3405333333.0,3663333333.0,3980000000.0,4030000000.0,4619000000.0,5329333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,104893000000.0,114506000000.0,118859000000.0,120057000000.0,120923000000.0,136036000000.0,134636000000.0,125061000000.0,131300000000.0,139973000000.0,147084000000.0,158670000000.0,184052000000.0,220531000000.0,211970000000.0,238364000000.0,266792000000.0,262282000000.0,297733000000.0,314330000000.0,303414000000.0,322103000000.0,358245000000.0,376692000000.0,402471000000.0,413268000000.0,488527000000.0,,Middle East & North Africa,High income,,Israel,,44452.286282306166,413268000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,50199700.0,50536350.0,50879450.0,51252000.0,51675350.0,52112350.0,52519000.0,52900500.0,53235750.0,53537950.0,53821850.0,54073490.0,54381345.0,54751406.0,55110868.0,55441001.0,55718260.0,55955411.0,56155143.0,56317749.0,56433883.0,56501675.0,56543548.0,56564074.0,56576718.0,56593071.0,56596155.0,56601931.0,56629288.0,56671781.0,56719240.0,56758521.0,56797087.0,56831821.0,56843400.0,56844303.0,56860281.0,56890372.0,56906744.0,56916317.0,56942108.0,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0,59438851.0,59109668.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Italy,,GDP (current US$),NY.GDP.MKTP.CD,40385288344.0,44842760293.0,50383891899.0,57710743060.0,63175417019.0,67978153851.0,73654870011.0,81133120065.0,87942231678.0,97085082807.0,113395000000.0,124672000000.0,145260000000.0,175492000000.0,199564000000.0,227696000000.0,224717000000.0,257596000000.0,315058000000.0,393677000000.0,477257000000.0,430703000000.0,427273000000.0,443042000000.0,437888000000.0,452217000000.0,640386000000.0,805713000000.0,891609000000.0,928661000000.0,1181220000000.0,1246220000000.0,1320160000000.0,1064960000000.0,1099220000000.0,1174660000000.0,1312430000000.0,1241880000000.0,1270050000000.0,1252450000000.0,1146680000000.0,1168020000000.0,1276770000000.0,1577620000000.0,1806540000000.0,1858220000000.0,1949550000000.0,2213100000000.0,2408660000000.0,2199930000000.0,2136100000000.0,2294990000000.0,2086960000000.0,2141920000000.0,2162010000000.0,1836640000000.0,1877070000000.0,1961800000000.0,2091930000000.0,2011300000000.0,1896760000000.0,2107700000000.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Italy,,33673.71414939399,1896760000000.0
Jamaica,JAM,"Population, total",SP.POP.TOTL,1642331.0,1663754.0,1683761.0,1703868.0,1725181.0,1746977.0,1768803.0,1790580.0,1812209.0,1834615.0,1859091.0,1886143.0,1915299.0,1945320.0,1974880.0,2003094.0,2029486.0,2054927.0,2080485.0,2106937.0,2135546.0,2166657.0,2199606.0,2232782.0,2264095.0,2292030.0,2315871.0,2336245.0,2354805.0,2373365.0,2392030.0,2411867.0,2434574.0,2459062.0,2484182.0,2509372.0,2532894.0,2554954.0,2576567.0,2596271.0,2612205.0,2625405.0,2638244.0,2651027.0,2664024.0,2676863.0,2689660.0,2701221.0,2711373.0,2722401.0,2733896.0,2746169.0,2759817.0,2773129.0,2784543.0,2794445.0,2802695.0,2808376.0,2811835.0,2813773.0,2820436.0,2827695.0,,Latin America & Caribbean,Upper middle income,,Jamaica,,GDP (current US$),NY.GDP.MKTP.CD,699050679.0,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065.0,1148025407.0,1083883355.0,1191287652.0,1404776071.0,1539865514.0,1875048860.0,1905917553.0,2375096249.0,2860411286.0,2966010230.0,3249697393.0,2644449232.0,2425033998.0,2679409453.0,2979061412.0,3293533288.0,3619294121.0,2373566957.0,2100223150.0,2754566176.0,3286987552.0,3828310735.0,4404970059.0,4592224067.0,4106199176.0,3535460090.0,5440064773.0,5452564385.0,6577523825.0,7393883555.0,8400033894.0,8787195622.0,8887061867.0,9005064475.0,9194717836.0,9719017926.0,9430230564.0,10174664854.0,11243868486.0,11930171468.0,12799593018.0,13709402085.0,12120460873.0,13220556883.0,14444655300.0,14807086889.0,14264202737.0,13899228824.0,14188935948.0,14077109397.0,14808989993.0,15730793853.0,15830768550.0,13812425037.0,14657586937.0,,Latin America & Caribbean,Upper middle income,,Jamaica,,5626.171176566127,13812425037.0
Jordan,JOR,"Population, total",SP.POP.TOTL,847936.0,891848.0,934615.0,978607.0,1029447.0,1093474.0,1172770.0,1265680.0,1366644.0,1466428.0,1557374.0,1636320.0,1704787.0,1767414.0,1827584.0,1886636.0,1945141.0,2005418.0,2069104.0,2138078.0,2216903.0,2306655.0,2406349.0,2514785.0,2629939.0,2751492.0,2879799.0,3014694.0,3157177.0,3310954.0,3480587.0,3666379.0,3866887.0,4075759.0,4278166.0,4458195.0,4608676.0,4733665.0,4844403.0,4950775.0,5056174.0,5163310.0,5275532.0,5396117.0,5532423.0,5678534.0,6075548.0,6473457.0,6632873.0,6780493.0,6931258.0,7109980.0,7211863.0,7694814.0,8658026.0,9494246.0,9964656.0,10215381.0,10459865.0,10698683.0,10928721.0,11148278.0,,Middle East & North Africa,Upper middle income,,Jordan,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389.0,788574629.0,943700547.8,1197454207.0,1363039400.0,1708433735.0,2096568479.0,2602421466.0,3271728272.0,3910372608.0,4384382567.0,4681134752.0,4920407601.0,4966710013.0,4993917892.0,6401428571.0,6755391433.0,6277317660.0,4221197355.0,4160162724.0,4344250257.0,5310973816.0,5606003752.0,6236295978.0,6727597032.0,6927503526.0,7245839210.0,7912270804.0,8149929478.0,8460789845.0,8975599436.0,9582510578.0,10195627645.0,11411706629.0,12588998590.0,15056981664.0,17110437236.0,22657662395.0,24537876124.0,27133804244.0,29524149165.0,31634561670.0,34454440181.0,36847643587.0,38587017944.0,39892551149.0,41608435922.0,43370860549.0,44993992365.0,44182298292.0,45744271659.0,,Middle East & North Africa,Upper middle income,,Jordan,,4205.563653488939,44182298292.0
Japan,JPN,"Population, total",SP.POP.TOTL,93216000.0,94055000.0,94933000.0,95900000.0,96903000.0,97952000.0,98851000.0,99879000.0,101011000.0,102219000.0,103403000.0,105697000.0,107188000.0,108707000.0,110162000.0,111573000.0,112775000.0,113872000.0,114913000.0,115890000.0,116807000.0,117661000.0,118480000.0,119307000.0,120083000.0,120837000.0,121482000.0,122069000.0,122578000.0,123069000.0,123478000.0,123964000.0,124425000.0,124829000.0,125178000.0,125472000.0,125757000.0,126057000.0,126400000.0,126631000.0,126843000.0,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,127076000.0,126972000.0,126811000.0,126633000.0,126261000.0,125681593.0,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Japan,,GDP (current US$),NY.GDP.MKTP.CD,44307342950.0,53508617739.0,60723018684.0,69498131797.0,81749006382.0,90950278258.0,105628000000.0,123782000000.0,146601000000.0,172204000000.0,212609000000.0,240152000000.0,318031000000.0,432083000000.0,479626000000.0,521542000000.0,586162000000.0,721412000000.0,1013610000000.0,1055010000000.0,1105390000000.0,1218990000000.0,1134520000000.0,1243320000000.0,1318380000000.0,1398890000000.0,2078950000000.0,2532810000000.0,3071680000000.0,3054910000000.0,3132820000000.0,3584420000000.0,3908810000000.0,4454140000000.0,4998800000000.0,5545560000000.0,4923390000000.0,4492450000000.0,4098360000000.0,4635980000000.0,4968360000000.0,4374710000000.0,4182850000000.0,4519560000000.0,4893120000000.0,4831470000000.0,4601660000000.0,4579750000000.0,5106680000000.0,5289490000000.0,5759070000000.0,6233150000000.0,6272360000000.0,5212330000000.0,4896990000000.0,4444930000000.0,5003680000000.0,4930840000000.0,5037840000000.0,5123320000000.0,5040110000000.0,4940880000000.0,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Japan,,40458.01647279935,5040110000000.0
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,9319283.0,9639302.0,9959414.0,10277790.0,10590934.0,10897644.0,11197568.0,11491228.0,11777849.0,12042478.0,12265305.0,12444338.0,12611997.0,12789985.0,12972497.0,13158942.0,13346173.0,13543521.0,13750291.0,13957795.0,14172710.0,14397391.0,14634179.0,14885966.0,15147590.0,15413315.0,15721289.0,16072478.0,16430590.0,16249500.0,16348000.0,16451711.0,16439095.0,16380672.0,16145766.0,15816243.0,15578227.0,15334405.0,15071640.0,14928374.0,14883626.0,14858335.0,14858948.0,14909019.0,15012984.0,15147029.0,15308085.0,15484192.0,15776938.0,16092822.0,16321872.0,16557202.0,16792090.0,17035551.0,17288285.0,17542806.0,17794055.0,18037776.0,18276452.0,18513673.0,18755666.0,19000988.0,,Europe & Central Asia,Upper middle income,,Kazakhstan,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103.0,24923076923.0,24917355372.0,23409260880.0,21250792886.0,20374302652.0,21035368251.0,22165932063.0,22135254836.0,16870821840.0,18291994909.0,22152694162.0,24636593223.0,30833699703.0,43151647003.0,57123671734.0,81003884545.0,104850000000.0,133442000000.0,115309000000.0,148047000000.0,192627000000.0,207999000000.0,236635000000.0,221416000000.0,184388000000.0,137278000000.0,166806000000.0,179340000000.0,181667000000.0,171082000000.0,197112000000.0,,Europe & Central Asia,Upper middle income,,Kazakhstan,,9812.58554150762,171082000000.0
Kenya,KEN,"Population, total",SP.POP.TOTL,7751435.0,8047470.0,8363578.0,8697200.0,9047387.0,9417207.0,9802605.0,10201068.0,10613877.0,11039551.0,11473087.0,11898457.0,12322903.0,12760405.0,13203949.0,13651908.0,14102268.0,14577346.0,15087423.0,15620613.0,16187124.0,16785962.0,17411491.0,18069461.0,18753176.0,19452161.0,20160879.0,20882094.0,21626122.0,22387803.0,23162269.0,23918235.0,24655723.0,25391830.0,26133744.0,26878347.0,27615736.0,28364264.0,29137373.0,29965129.0,30851606.0,31800343.0,32779823.0,33767122.0,34791836.0,35843010.0,36925253.0,38036793.0,39186895.0,40364444.0,41517895.0,42635144.0,43725806.0,44792368.0,45831863.0,46851488.0,47894670.0,48948137.0,49953304.0,50951450.0,51985780.0,53005614.0,,Sub-Saharan Africa,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Kenya,,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400.0,926589348.6,998759333.6,997919320.0,1164519673.0,1232559506.0,1353295458.0,1458379415.0,1603447357.0,1778391289.0,2107279157.0,2508998457.0,2969942180.0,3259344936.0,3474542392.0,4494378855.0,5303734883.0,6234390975.0,7265315332.0,6854491454.0,6431579358.0,5979198464.0,6191437071.0,6135034338.0,7239126717.0,7970820531.0,8355380879.0,8283114648.0,8572359163.0,8151479004.0,8209129172.0,5751789915.0,7148145376.0,9046326060.0,12045858436.0,13115773738.0,14093998844.0,12896013577.0,12705357103.0,12986007426.0,13147743911.0,14904517650.0,16095337094.0,18737897745.0,25825524821.0,31958195182.0,35895153328.0,42347217913.0,45405587557.0,46869457318.0,56396706006.0,61671425370.0,68285768554.0,70120413329.0,74815121315.0,82035800868.0,92202956321.0,100380000000.0,100667000000.0,110347000000.0,,Sub-Saharan Africa,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Kenya,,1970.110762304115,100667000000.0
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2172300.0,2255900.0,2333400.0,2413700.0,2495300.0,2573300.0,2655300.0,2736500.0,2818300.0,2894800.0,2959900.0,3022300.0,3088200.0,3153800.0,3223900.0,3292400.0,3358700.0,3423900.0,3487100.0,3552000.0,3617400.0,3685800.0,3759300.0,3838300.0,3916400.0,3990300.0,4066500.0,4144600.0,4218400.0,4307500.0,4391200.0,4463600.0,4515400.0,4516700.0,4515100.0,4560400.0,4628400.0,4696400.0,4769000.0,4840400.0,4898400.0,4945100.0,4990700.0,5043300.0,5104700.0,5162600.0,5218400.0,5268400.0,5318700.0,5383300.0,5447900.0,5514600.0,5607200.0,5719600.0,5835500.0,5956900.0,6079500.0,6198200.0,6322800.0,6456200.0,6579900.0,6691800.0,,Europe & Central Asia,Lower middle income,,Kyrgyz Republic,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000.0,2569444444.0,2316562500.0,2028295455.0,1681006993.0,1661018519.0,1827570586.0,1767864036.0,1645963750.0,1249061487.0,1369688498.0,1525116370.0,1605643105.0,1919008090.0,2211534585.0,2460248026.0,2834168889.0,3802566171.0,5139957785.0,4690062255.0,4794357795.0,6197766119.0,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,7702934800.0,8271108638.0,8871026074.0,7780874537.0,8543423503.0,,Europe & Central Asia,Lower middle income,,Kyrgyz Republic,,1374.0321046435984,7780874537.0
Cambodia,KHM,"Population, total",SP.POP.TOTL,5541676.0,5664654.0,5788854.0,5913680.0,6040847.0,6170727.0,6299230.0,6426445.0,6553109.0,6679708.0,6708525.0,6696324.0,6766289.0,6852360.0,6913408.0,6727922.0,6307122.0,6040197.0,5961193.0,6051808.0,6198959.0,6364472.0,6619699.0,6881962.0,7133899.0,7376090.0,7661317.0,7975597.0,8269780.0,8570928.0,8910808.0,9259362.0,9718215.0,10243550.0,10636353.0,10919528.0,11182612.0,11431569.0,11669077.0,11899006.0,12118841.0,12338192.0,12561779.0,12787710.0,13016371.0,13246583.0,13477779.0,13714791.0,13943888.0,14155740.0,14363532.0,14573885.0,14786640.0,14999683.0,15210817.0,15417523.0,15624584.0,15830689.0,16025238.0,16207746.0,16396860.0,16589023.0,,East Asia & Pacific,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Cambodia,,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249.0,978873232.4,718401157.7,969911421.4,505549441.4,702899156.0,588443893.7,,,,,,,,,,,,,,,,,,,2533727592.0,2791435272.0,3441205693.0,3506695720.0,3443413389.0,3120425503.0,3517242477.0,3654031716.0,3984000517.0,4284028483.0,4658246918.0,5337833248.0,6293046162.0,7274595707.0,8639235842.0,10351914093.0,10401851851.0,11242275199.0,12829541141.0,14054443213.0,15227991395.0,16702610842.0,18049954289.0,20016747754.0,22177200512.0,24571753583.0,27089389787.0,25872798012.0,26961061120.0,,East Asia & Pacific,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Cambodia,,1671.385384926442,25872798012.0
Kiribati,KIR,"Population, total",SP.POP.TOTL,47093.0,48275.0,49508.0,50780.0,52092.0,53444.0,54428.0,54990.0,55511.0,56324.0,57437.0,58535.0,59606.0,60598.0,60953.0,60675.0,60310.0,59894.0,59465.0,59775.0,60813.0,61875.0,62977.0,64121.0,65338.0,66708.0,68266.0,69946.0,71680.0,73436.0,75124.0,76612.0,77901.0,79093.0,80264.0,81481.0,82832.0,84308.0,85805.0,87289.0,88826.0,90531.0,92400.0,94302.0,96224.0,98164.0,100083.0,101998.0,103966.0,105996.0,107995.0,109871.0,111618.0,113311.0,114985.0,116707.0,118513.0,120362.0,122261.0,124241.0,126463.0,128874.0,,East Asia & Pacific,Lower middle income,,Kiribati,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,42131632.89,43668122.27,40572066.13,37837837.84,42123738.48,32125148.4,31417112.3,35709284.41,44534729.28,44282777.16,42931855.44,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743.0,141042610.3,132419903.3,155299761.5,180665807.1,189630151.2,184550782.0,177862267.9,170291037.5,178509812.7,188192060.1,196230573.8,177935349.3,180911843.6,207031250.0,,East Asia & Pacific,Lower middle income,,Kiribati,,1432.1789851981232,180911843.6
